graph_class,seed,nodes,edges,density,is_dense,avg_clustering_coefficient,avg_betweenness_centrality,avg_degree_centrality,avg_path_length,small_world_sigma,modularity
complete,32,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,32,100,440,0.088889,False,0.676171,0.033915,0.088889,4.323636,3.725598,0.673662
unit_disk,32,100,910,0.183838,False,0.686991,0.016766,0.183838,2.64303,2.244127,0.525702
grid_2d,32,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,32,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,33,100,3462,0.699394,True,0.698411,0.003067,0.699394,1.300606,0.834394,0.046357
dense_random,33,100,4443,0.897576,True,0.897557,0.001045,0.897576,1.102424,0.930949,0.018373
powerlaw,33,100,291,0.058788,False,0.127426,0.016526,0.058788,2.619596,2.163463,0.355428
powerlaw,33,100,475,0.09596,False,0.178316,0.01255,0.09596,2.229899,1.704632,0.263178
complete,33,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,33,100,526,0.106263,False,0.643174,0.02925,0.106263,3.866465,3.06342,0.620777
unit_disk,33,100,1046,0.211313,False,0.699341,0.014892,0.211313,2.459394,2.038009,0.48982
grid_2d,33,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,33,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,34,100,3510,0.709091,True,0.710088,0.002968,0.709091,1.290909,0.840299,0.043905
dense_random,34,100,4462,0.901414,True,0.901103,0.001006,0.901414,1.098586,0.933011,0.018402
powerlaw,34,100,291,0.058788,False,0.141959,0.016287,0.058788,2.596162,2.431955,0.342928
powerlaw,34,100,475,0.09596,False,0.177455,0.012773,0.09596,2.251717,1.679965,0.251198
complete,34,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,34,100,534,0.107879,False,0.640104,0.026489,0.107879,3.59596,3.208449,0.605832
unit_disk,34,100,1098,0.221818,False,0.682307,0.013816,0.221818,2.353939,1.947976,0.463477
grid_2d,34,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,34,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,35,100,3464,0.699798,True,0.698397,0.003063,0.699798,1.300202,0.834042,0.041164
dense_random,35,100,4449,0.898788,True,0.898458,0.001033,0.898788,1.101212,0.931371,0.018626
powerlaw,35,100,291,0.058788,False,0.132557,0.016411,0.058788,2.608283,2.26034,0.343737
powerlaw,35,100,475,0.09596,False,0.16425,0.012692,0.09596,2.243838,1.560413,0.261618
complete,35,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,35,100,526,0.106263,False,0.646721,0.027363,0.106263,3.681616,3.234969,0.579553
unit_disk,35,100,1099,0.22202,False,0.681422,0.013873,0.22202,2.359596,1.938451,0.429842
grid_2d,35,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,35,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,36,100,3475,0.70202,True,0.703106,0.003041,0.70202,1.29798,0.837813,0.04198
dense_random,36,100,4468,0.902626,True,0.902755,0.000994,0.902626,1.097374,0.934218,0.014389
powerlaw,36,100,291,0.058788,False,0.178431,0.015912,0.058788,2.559394,3.100691,0.35518
powerlaw,36,100,475,0.09596,False,0.202299,0.01256,0.09596,2.230909,1.933028,0.259716
complete,36,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,36,100,520,0.105051,False,0.645966,0.026737,0.105051,3.620202,3.340208,0.629589
unit_disk,36,100,1078,0.217778,False,0.669499,0.013878,0.217778,2.36,1.953499,0.436946
grid_2d,36,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,36,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,37,100,3484,0.703838,True,0.702839,0.003022,0.703838,1.296162,0.835994,0.044944
dense_random,37,100,4467,0.902424,True,0.902231,0.000996,0.902424,1.097576,0.933759,0.016308
powerlaw,37,100,291,0.058788,False,0.134485,0.016557,0.058788,2.622626,2.280676,0.360016
powerlaw,37,100,475,0.09596,False,0.188937,0.012756,0.09596,2.250101,1.789951,0.271182
complete,37,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,37,100,532,0.107475,False,0.671077,0.028359,0.107475,3.779192,3.21774,0.629763
unit_disk,37,100,1046,0.211313,False,0.704707,0.014704,0.211313,2.44101,2.069112,0.504293
grid_2d,37,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,37,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,38,100,3448,0.696566,True,0.696345,0.003096,0.696566,1.303434,0.834289,0.043495
dense_random,38,100,4438,0.896566,True,0.896701,0.001055,0.896566,1.103434,0.93049,0.01795
powerlaw,38,100,291,0.058788,False,0.206213,0.016248,0.058788,2.592323,3.537946,0.340572
powerlaw,38,100,475,0.09596,False,0.173992,0.012397,0.09596,2.214949,1.674527,0.231949
complete,38,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,38,100,575,0.116162,False,0.633493,0.026735,0.116162,3.62,2.840594,0.62581
unit_disk,38,100,1152,0.232727,False,0.693915,0.013342,0.232727,2.307475,1.896797,0.467203
grid_2d,38,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,38,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,39,100,3489,0.704848,True,0.704586,0.003012,0.704848,1.295152,0.837241,0.041604
dense_random,39,100,4500,0.909091,True,0.909378,0.000928,0.909091,1.090909,0.938426,0.015624
powerlaw,39,100,291,0.058788,False,0.185209,0.014774,0.058788,2.447879,3.365098,0.324364
powerlaw,39,100,475,0.09596,False,0.195691,0.012513,0.09596,2.226263,1.873782,0.243754
complete,39,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,39,100,510,0.10303,False,0.662634,0.028819,0.10303,3.824242,3.334835,0.648158
unit_disk,39,100,1057,0.213535,False,0.682181,0.014479,0.213535,2.41899,1.993314,0.454252
grid_2d,39,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,39,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,40,100,3508,0.708687,True,0.708508,0.002973,0.708687,1.291313,0.838756,0.040483
dense_random,40,100,4472,0.903434,True,0.90383,0.000985,0.903434,1.096566,0.934997,0.016975
powerlaw,40,100,291,0.058788,False,0.215194,0.015609,0.058788,2.529697,3.78344,0.342285
powerlaw,40,100,475,0.09596,False,0.210169,0.012202,0.09596,2.195758,2.040374,0.234763
complete,40,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,40,100,471,0.095152,False,0.657102,0.03014,0.095152,3.953737,3.58639,0.641387
unit_disk,40,100,981,0.198182,False,0.683752,0.015133,0.198182,2.48303,2.149736,0.480605
grid_2d,40,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,40,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,41,100,3459,0.698788,True,0.698567,0.003074,0.698788,1.301212,0.835087,0.043349
dense_random,41,100,4459,0.900808,True,0.900666,0.001012,0.900808,1.099192,0.932812,0.017461
powerlaw,41,100,291,0.058788,False,0.182865,0.016184,0.058788,2.586061,3.144964,0.33537
powerlaw,41,100,475,0.09596,False,0.181874,0.01268,0.09596,2.242626,1.728779,0.254134
complete,41,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,41,100,610,0.123232,False,0.665956,0.025547,0.123232,3.503636,2.839608,0.617197
unit_disk,41,100,1165,0.235354,False,0.720762,0.013605,0.235354,2.333333,1.919741,0.49948
grid_2d,41,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,41,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,42,100,3485,0.70404,True,0.704099,0.00302,0.70404,1.29596,0.837326,0.041175
dense_random,42,100,4472,0.903434,True,0.903498,0.000985,0.903434,1.096566,0.934653,0.015537
powerlaw,42,100,291,0.058788,False,0.187024,0.015461,0.058788,2.515152,3.307182,0.343743
powerlaw,42,100,475,0.09596,False,0.21254,0.011936,0.09596,2.169697,2.088173,0.233363
complete,42,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,42,100,505,0.10202,False,0.645033,0.029097,0.10202,3.851515,3.269051,0.629411
unit_disk,42,100,1050,0.212121,False,0.685067,0.014661,0.212121,2.436768,2.004754,0.496777
grid_2d,42,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,42,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,43,100,3507,0.708485,True,0.710314,0.002975,0.708485,1.291515,0.84106,0.044725
dense_random,43,100,4477,0.904444,True,0.904847,0.000975,0.904444,1.095556,0.935632,0.016247
powerlaw,43,100,291,0.058788,False,0.148732,0.016665,0.058788,2.633131,2.512218,0.348106
powerlaw,43,100,475,0.09596,False,0.186728,0.012536,0.09596,2.228485,1.786184,0.25469
complete,43,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,43,100,460,0.092929,False,0.643442,0.02938,0.092929,3.879192,3.70394,0.635475
unit_disk,43,100,1049,0.211919,False,0.671945,0.014244,0.211919,2.39596,2.002379,0.464651
grid_2d,43,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,43,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,44,100,3478,0.702626,True,0.702838,0.003034,0.702626,1.297374,0.836993,0.045361
dense_random,44,100,4457,0.900404,True,0.900565,0.001016,0.900404,1.099596,0.932876,0.015743
powerlaw,44,100,291,0.058788,False,0.140502,0.016557,0.058788,2.622626,2.382711,0.36024
powerlaw,44,100,475,0.09596,False,0.201898,0.012432,0.09596,2.218384,1.940081,0.247967
complete,44,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,44,100,508,0.102626,False,0.662514,0.028825,0.102626,3.824848,3.352497,0.63344
unit_disk,44,100,1009,0.203838,False,0.700815,0.015238,0.203838,2.493333,2.113404,0.526034
grid_2d,44,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,44,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,45,100,3448,0.696566,True,0.697249,0.003096,0.696566,1.303434,0.835372,0.048155
dense_random,45,100,4466,0.902222,True,0.901952,0.000998,0.902222,1.097778,0.933554,0.016253
powerlaw,45,100,291,0.058788,False,0.194553,0.016378,0.058788,2.605051,3.3216,0.355593
powerlaw,45,100,475,0.09596,False,0.172407,0.012641,0.09596,2.238788,1.641598,0.2304
complete,45,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,45,100,503,0.101616,False,0.651505,0.027712,0.101616,3.715758,3.441998,0.622355
unit_disk,45,100,1097,0.221616,False,0.68367,0.014127,0.221616,2.384444,1.929224,0.452146
grid_2d,45,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,45,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,46,100,3440,0.694949,True,0.694507,0.003113,0.694949,1.305051,0.833447,0.044521
dense_random,46,100,4441,0.897172,True,0.897281,0.001049,0.897172,1.102828,0.930834,0.016602
powerlaw,46,100,291,0.058788,False,0.170007,0.015471,0.058788,2.516162,3.005056,0.337785
powerlaw,46,100,475,0.09596,False,0.174006,0.012303,0.09596,2.205657,1.681715,0.23598
complete,46,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,46,100,513,0.103636,False,0.656089,0.030501,0.103636,3.989091,3.139006,0.638018
unit_disk,46,100,995,0.20101,False,0.698518,0.015807,0.20101,2.549091,2.099156,0.511131
grid_2d,46,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,46,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,47,100,3477,0.702424,True,0.703632,0.003036,0.702424,1.297576,0.838105,0.043423
dense_random,47,100,4442,0.897374,True,0.897167,0.001047,0.897374,1.102626,0.93063,0.018162
powerlaw,47,100,291,0.058788,False,0.144753,0.01624,0.058788,2.591515,2.484274,0.334922
powerlaw,47,100,475,0.09596,False,0.17762,0.012678,0.09596,2.242424,1.688497,0.24784
complete,47,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,47,100,510,0.10303,False,0.655381,0.028773,0.10303,3.819798,3.302168,0.659596
unit_disk,47,100,1021,0.206263,False,0.696935,0.014653,0.206263,2.43596,2.11759,0.477014
grid_2d,47,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,47,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,48,100,3426,0.692121,True,0.691994,0.003142,0.692121,1.307879,0.832824,0.043546
dense_random,48,100,4425,0.893939,True,0.894247,0.001082,0.893939,1.106061,0.929068,0.017231
powerlaw,48,100,291,0.058788,False,0.112325,0.016502,0.058788,2.617172,1.908842,0.345603
powerlaw,48,100,475,0.09596,False,0.222919,0.011987,0.09596,2.174747,2.185062,0.246675
complete,48,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,48,100,493,0.099596,False,0.64091,0.028578,0.099596,3.800606,3.407216,0.652331
unit_disk,48,100,1006,0.203232,False,0.680461,0.014704,0.203232,2.44101,2.104347,0.523877
grid_2d,48,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,48,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,49,100,3503,0.707677,True,0.708668,0.002983,0.707677,1.292323,0.839769,0.044605
dense_random,49,100,4456,0.900202,True,0.90003,0.001018,0.900202,1.099798,0.932406,0.017973
powerlaw,49,100,291,0.058788,False,0.161487,0.016368,0.058788,2.60404,2.758128,0.364592
powerlaw,49,100,475,0.09596,False,0.205584,0.01243,0.09596,2.218182,1.975686,0.248146
complete,49,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,49,100,525,0.106061,False,0.680847,0.032354,0.106061,4.170707,3.014459,0.68345
unit_disk,49,100,1031,0.208283,False,0.714916,0.015125,0.208283,2.482222,2.104264,0.538079
grid_2d,49,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,49,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,50,100,3484,0.703838,True,0.705549,0.003022,0.703838,1.296162,0.839216,0.044421
dense_random,50,100,4467,0.902424,True,0.90231,0.000996,0.902424,1.097576,0.933842,0.015544
powerlaw,50,100,291,0.058788,False,0.170121,0.015727,0.058788,2.541212,2.97743,0.350332
powerlaw,50,100,475,0.09596,False,0.183709,0.012653,0.09596,2.24,1.748267,0.250825
complete,50,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,50,100,506,0.102222,False,0.625521,0.029427,0.102222,3.883838,3.134884,0.599127
unit_disk,50,100,1023,0.206667,False,0.682666,0.01444,0.206667,2.415152,2.086661,0.475224
grid_2d,50,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,50,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,51,100,3412,0.689293,True,0.689028,0.00317,0.689293,1.310707,0.831665,0.041277
dense_random,51,100,4474,0.903838,True,0.904042,0.000981,0.903838,1.096162,0.935049,0.014084
powerlaw,51,100,291,0.058788,False,0.136217,0.016469,0.058788,2.613939,2.317723,0.350858
powerlaw,51,100,475,0.09596,False,0.208686,0.012296,0.09596,2.205051,2.01744,0.245813
complete,51,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,51,100,554,0.111919,False,0.694282,0.029608,0.111919,3.901616,3.04433,0.657063
unit_disk,51,100,1041,0.210303,False,0.718148,0.014803,0.210303,2.450707,2.113649,0.477808
grid_2d,51,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,51,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,52,100,3483,0.703636,True,0.70312,0.003024,0.703636,1.296364,0.836495,0.0424
dense_random,52,100,4467,0.902424,True,0.902226,0.000996,0.902424,1.097576,0.933754,0.014074
powerlaw,52,100,291,0.058788,False,0.159548,0.015918,0.058788,2.56,2.771888,0.330275
powerlaw,52,100,475,0.09596,False,0.190749,0.012597,0.09596,2.234545,1.819697,0.252507
complete,52,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,52,100,506,0.102222,False,0.654885,0.029509,0.102222,3.891919,3.27523,0.657093
unit_disk,52,100,1030,0.208081,False,0.705005,0.015329,0.208081,2.502222,2.061165,0.536144
grid_2d,52,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,52,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,53,100,3461,0.699192,True,0.699668,0.003069,0.699192,1.300808,0.836065,0.042808
dense_random,53,100,4452,0.899394,True,0.89957,0.001027,0.899394,1.100606,0.932268,0.017435
powerlaw,53,100,291,0.058788,False,0.141991,0.016353,0.058788,2.602626,2.426458,0.339474
powerlaw,53,100,475,0.09596,False,0.191816,0.01243,0.09596,2.218182,1.843371,0.256177
complete,53,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,53,100,611,0.123434,False,0.646615,0.023269,0.123434,3.280404,2.938019,0.542852
unit_disk,53,100,1254,0.253333,False,0.692654,0.012251,0.253333,2.200606,1.775793,0.383496
grid_2d,53,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,53,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,54,100,3422,0.691313,True,0.690937,0.00315,0.691313,1.308687,0.83224,0.043193
dense_random,54,100,4447,0.898384,True,0.898,0.001037,0.898384,1.101616,0.931066,0.016916
powerlaw,54,100,291,0.058788,False,0.11999,0.016261,0.058788,2.593535,2.057672,0.345745
powerlaw,54,100,475,0.09596,False,0.238773,0.012212,0.09596,2.196768,2.317006,0.253044
complete,54,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,54,100,503,0.101616,False,0.64338,0.02954,0.101616,3.894949,3.242694,0.614494
unit_disk,54,100,1056,0.213333,False,0.692413,0.014339,0.213333,2.405253,2.037324,0.465113
grid_2d,54,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,54,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,55,100,3455,0.69798,True,0.697378,0.003082,0.69798,1.30202,0.834339,0.046125
dense_random,55,100,4458,0.900606,True,0.900691,0.001014,0.900606,1.099394,0.932922,0.013698
powerlaw,55,100,291,0.058788,False,0.195025,0.016164,0.058788,2.58404,3.356724,0.353302
powerlaw,55,100,475,0.09596,False,0.171668,0.012647,0.09596,2.239394,1.634124,0.255781
complete,55,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,55,100,540,0.109091,False,0.630863,0.02576,0.109091,3.524444,3.175464,0.582162
unit_disk,55,100,1158,0.233939,False,0.681446,0.012983,0.233939,2.272323,1.878618,0.44554
grid_2d,55,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,55,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,56,100,3436,0.694141,True,0.69448,0.003121,0.694141,1.305859,0.834098,0.043039
dense_random,56,100,4429,0.894747,True,0.895164,0.001074,0.894747,1.105253,0.929672,0.017572
powerlaw,56,100,291,0.058788,False,0.163474,0.016271,0.058788,2.594545,2.802283,0.350498
powerlaw,56,100,475,0.09596,False,0.195438,0.012342,0.09596,2.209495,1.885563,0.244033
complete,56,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,56,100,511,0.103232,False,0.666607,0.029109,0.103232,3.852727,3.320709,0.656383
unit_disk,56,100,1038,0.209697,False,0.689553,0.014632,0.209697,2.433939,2.051327,0.480496
grid_2d,56,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,56,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,57,100,3458,0.698586,True,0.698522,0.003076,0.698586,1.301414,0.835201,0.044328
dense_random,57,100,4441,0.897172,True,0.897015,0.001049,0.897172,1.102828,0.930557,0.014687
powerlaw,57,100,291,0.058788,False,0.164966,0.016322,0.058788,2.599596,2.822366,0.342834
powerlaw,57,100,475,0.09596,False,0.196369,0.012505,0.09596,2.225455,1.880957,0.258817
complete,57,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,57,100,478,0.096566,False,0.639306,0.028237,0.096566,3.767273,3.584762,0.623085
unit_disk,57,100,1052,0.212525,False,0.66523,0.014051,0.212525,2.37697,1.990639,0.442512
grid_2d,57,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,57,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,58,100,3438,0.694545,True,0.694729,0.003117,0.694545,1.305455,0.834055,0.048602
dense_random,58,100,4429,0.894747,True,0.894688,0.001074,0.894747,1.105253,0.929178,0.01684
powerlaw,58,100,291,0.058788,False,0.143118,0.016343,0.058788,2.601616,2.446664,0.347469
powerlaw,58,100,475,0.09596,False,0.164082,0.01281,0.09596,2.255354,1.550861,0.260915
complete,58,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,58,100,512,0.103434,False,0.646178,0.028178,0.103434,3.761414,3.287882,0.64839
unit_disk,58,100,1035,0.209091,False,0.685547,0.014115,0.209091,2.383232,2.090835,0.476364
grid_2d,58,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,58,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,59,100,3469,0.700808,True,0.699909,0.003053,0.700808,1.299192,0.835008,0.042198
dense_random,59,100,4456,0.900202,True,0.899796,0.001018,0.900202,1.099798,0.932164,0.017737
powerlaw,59,100,291,0.058788,False,0.14056,0.016277,0.058788,2.595152,2.40892,0.34229
powerlaw,59,100,475,0.09596,False,0.181923,0.012606,0.09596,2.235354,1.734871,0.258777
complete,59,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,59,100,492,0.099394,False,0.639426,0.028949,0.099394,3.83697,3.37695,0.650095
unit_disk,59,100,1031,0.208283,False,0.691966,0.014453,0.208283,2.416364,2.092225,0.509827
grid_2d,59,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,59,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,60,100,3470,0.70101,True,0.701744,0.003051,0.70101,1.29899,0.837028,0.044897
dense_random,60,100,4489,0.906869,True,0.907119,0.00095,0.906869,1.093131,0.936991,0.016072
powerlaw,60,100,291,0.058788,False,0.115189,0.016813,0.058788,2.647677,1.934946,0.339279
powerlaw,60,100,475,0.09596,False,0.199401,0.012369,0.09596,2.212121,1.921517,0.248835
complete,60,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,60,100,539,0.108889,False,0.669643,0.027454,0.108889,3.690505,3.227483,0.62126
unit_disk,60,100,1117,0.225657,False,0.700504,0.013618,0.225657,2.334545,1.971293,0.4481
grid_2d,60,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,60,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,61,100,3478,0.702626,True,0.701835,0.003034,0.702626,1.297374,0.835797,0.041179
dense_random,61,100,4461,0.901212,True,0.901564,0.001008,0.901212,1.098788,0.933573,0.01858
powerlaw,61,100,291,0.058788,False,0.116572,0.016357,0.058788,2.60303,1.991767,0.348986
powerlaw,61,100,475,0.09596,False,0.206909,0.012536,0.09596,2.228485,1.979229,0.255391
complete,61,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,61,100,599,0.12101,False,0.675206,0.025706,0.12101,3.519192,2.940349,0.558865
unit_disk,61,100,1155,0.233333,False,0.700928,0.013373,0.233333,2.310505,1.906903,0.441045
grid_2d,61,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,61,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,62,100,3421,0.691111,True,0.692217,0.003152,0.691111,1.308889,0.833954,0.049503
dense_random,62,100,4455,0.9,True,0.90036,0.00102,0.9,1.1,0.932832,0.015827
powerlaw,62,100,291,0.058788,False,0.149609,0.016388,0.058788,2.606061,2.553279,0.340897
powerlaw,62,100,475,0.09596,False,0.187591,0.012443,0.09596,2.219394,1.801781,0.251417
complete,62,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,62,100,488,0.098586,False,0.668898,0.029307,0.098586,3.872121,3.54187,0.645639
unit_disk,62,100,1062,0.214545,False,0.68748,0.014284,0.214545,2.399798,2.012217,0.434432
grid_2d,62,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,62,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,63,100,3469,0.700808,True,0.701469,0.003053,0.700808,1.299192,0.836868,0.041045
dense_random,63,100,4455,0.9,True,0.900102,0.00102,0.9,1.1,0.932565,0.018147
powerlaw,63,100,291,0.058788,False,0.158736,0.016269,0.058788,2.594343,2.721278,0.343737
powerlaw,63,100,475,0.09596,False,0.197949,0.012408,0.09596,2.21596,1.904216,0.253753
complete,63,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,63,100,573,0.115758,False,0.653293,0.023937,0.115758,3.345859,3.184998,0.56493
unit_disk,63,100,1203,0.24303,False,0.688374,0.012649,0.24303,2.239596,1.831208,0.386468
grid_2d,63,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,63,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,64,100,3453,0.697576,True,0.699003,0.003086,0.697576,1.302424,0.836623,0.046918
dense_random,64,100,4421,0.893131,True,0.893454,0.00109,0.893131,1.106869,0.928592,0.019001
powerlaw,64,100,291,0.058788,False,0.147238,0.016337,0.058788,2.60101,2.517699,0.352121
powerlaw,64,100,475,0.09596,False,0.192477,0.012371,0.09596,2.212323,1.854622,0.246287
complete,64,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,64,100,490,0.09899,False,0.651374,0.027122,0.09899,3.65798,3.62957,0.643332
unit_disk,64,100,1029,0.207879,False,0.675382,0.014578,0.207879,2.428687,2.036977,0.500714
grid_2d,64,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
